Year,Month,Day,Mean Pressure (hPa),Absolute Daily Max (deg. C),Mean (deg. C),Absolute Daily Min (deg. C),Mean Dew Point (deg. C),Mean Relative Humidity (%),Mean Amount of Cloud (%),Total Rainfall (mm),Total Bright Sunshine (hours),Prevailing Wind Direction (degrees),Mean Wind Speed (km/h)
2009,11,11,1009.2,28.8,26.2,24.7,22.3,80,74,Trace,5.4,130,19
2009,11,12,1012.6,27.8,25.8,22.7,22.5,82,82,5.2,0.9,170,20
2009,11,13,1014.5,22.7,19,16.4,14.3,75,45,0.2,7.8,360,29.3
2009,11,14,1015.1,19.5,17.6,15.6,13,74,83,Trace,0.2,10,25.2
2009,11,15,1013.4,20.7,19.6,18.3,17.1,86,88,20.2,0,60,43.7
2009,11,16,1014.8,20.7,17.4,12.8,15.4,88,93,34.8,0.1,350#,34.1#
2009,11,17,1021.4,13.2,12.2,10.5,6.3,67,88,0,0,350,45.9
2009,11,18,1023.5,15.9,12.3,9.7,7.4,72,87,0,1.4,360,26.3
2009,11,19,1024.1,18.2,14.9,12,8.7,66,58,Trace,8.1,360,23.9
2009,11,20,1024.9,18.6,15.5,13.2,8.2,62,68,0,7.5,360,35.8
2009,11,21,1024.2,17.2,14.5,12.3,6.6,59,72,0,2.3,360,33
2009,11,22,1021.4,19.1,15.9,13,7.1,56,42,0,9,360,26.4
2009,11,23,1018.7,22.6,18.8,15.9,12.9,69,33,0,8.9,40,22.3
2009,11,24,1016.4,23.7,20.4,17.8,16.4,78,17,0,9.6,30,11.8
2009,11,25,1016.5,23.9,20.7,18.9,17.4,82,39,0,9.3,40,18.7
2009,11,26,1016.4,22.9,21.2,20.4,18,82,86,0,5.1,60,30.8
2009,11,27,1017.2,25,22,20.2,17.7,77,60,0,6.5,40,16.8
2009,11,28,1018.8,23.2,21.1,20.2,16.7,76,42,0,9,70,28.8
2009,11,29,1020.2,23.2,20.9,19.5,16.2,75,71,Trace,6.4,60,23.4
2009,11,30,1021.4,22.1,19.7,17.8,14.6,73,29,Trace,8.9,10,20
2009,12,1,1021.5,21.9,19,16.8,14.2,74,26,0,9.5,10,20.4
2009,12,2,1020.9,21.9,19.8,18.1,14.8,73,55,0,6.2,60,23.6
2009,12,3,1021.3,19.7,17.4,15.1,9.5,60,11,0,9.5,360,30.5
2009,12,4,1019.8,20.1,17.6,15.7,11.5,67,26,0,8.9,10,17.7
2009,12,5,1019.7,20.1,17.3,14.8,8.7,58,16,0,9.7,360,22.8
2009,12,6,1018.2,20.3,18.4,16.3,13,71,43,Trace,9,80,35.3
2009,12,7,1017.7,19.1,17.9,16.8,15.4,85,84,5.5,0,50,45.2
2009,12,8,1016.8,19.8,18.6,17.8,17.5,94,88,14.1,0.1,30,35.5
2009,12,9,1015.6,20.4,19.7,18.7,18.2,91,88,0.4,0,10,19.3
2009,12,10,1014.8,23,20.3,18.3,17.3,84,60,Trace,6.8,360,7.7
2009,12,11,1016.6,24,21,19.4,18.2,84,64,Trace,8,30,19.9
2009,12,12,1017.8,20.9,20.4,19.8,17.6,84,84,Trace,0.1,50,27.9
2009,12,13,1017.9,22.9,20.6,19.1,17.5,83,44,0,8,40,11.8
2009,12,14,1018.5,21.2,19.8,18.7,17.2,85,72,1,2.1,70,33.4
2009,12,15,1018.1,20.6,19,15.8,17.1,89,84,9.6,0.2,60,32.2
2009,12,16,1021.3,15.8,13.9,12.7,11.3,84,81,3.8,0,360,30
2009,12,17,1023.4,14.1,12.9,11.5,8.6,75,85,Trace,0,360,28.1
2009,12,18,1025.8,14.1,12.5,11.7,8.4,76,88,Trace,0,360,26.4
2009,12,19,1027.8,15.3,13.3,11.5,7.2,67,86,0,0.8,10,26.1
2009,12,20,1026.9,16.5,13.8,11.3,3.5,50,60,0,7.6,10,23.3
2009,12,21,1026,17.1,14.7,12.9,5.8,55,78,0,4.6,10,25
2009,12,22,1022.1,18.3,16,14.2,11,72,38,0,9.3,60,25.1
2009,12,23,1019.1,20.7,18,16.1,13.7,76,82,0,5.1,40,24.7
2009,12,24,1016.2,23.1,20,18.3,17.2,84,24,0,9.4,30,10.7
2009,12,25,1015.3,22.4,19.9,18,16.6,81,48,0,7.1,10,5.5
2009,12,26,1016.6,19.3,18.1,17.3,14.3,78,80,0,0.9,70,35.3
2009,12,27,1016.8,18.6,15.7,10.6,13.4,86,83,3.1,0,80,36.8
2009,12,28,1018.4,14.6,12.2,9.4,9.7,85,87,5.7,0,30,24.3
2009,12,29,1015.1,16.9,15.5,13.8,14.2,92,88,3.5,0,40,30.6
2009,12,30,1015.3,17.9,17.2,16.4,16,93,87,2.5,0,30,22
2009,12,31,1018.2,17.1,16.2,15.5,13.3,84,86,1,1.6,70,44
2010,1,1,1018.1,18.1,16.2,15,11.4,73,84,Trace,2.7,60,37.6
2010,1,2,1016.1,20,17.4,16.1,15.4,88,88,5.2,0.5,20,21.4
2010,1,3,1017.1,18.3,17,15.8,14.7,87,85,3.5,1.4,50,21.8
2010,1,4,1015.1,19.9,17.9,15.9,14.6,81,68,0,7.3,40,21.9
2010,1,5,1015.6,18.5,17.3,15.9,14.5,84,85,0.8,0.1,60,42.2
2010,1,6,1018.6,16.8,15.8,14.4,14.1,90,88,1.2,0,40,31.8
2010,1,7,1021.3,14.7,13.7,12.6,11.1,84,88,0.5,0,20,25.5
2010,1,8,1020.6,15.5,13.7,11.6,10.3,80,88,0.9,0,10,19.2
2010,1,9,1018.9,17.1,15.1,13.6,11.3,78,76,0,3.2,50,30.8
2010,1,10,1017.3,19.1,17.4,15.7,13.9,80,86,Trace,3.1,40,30.1
2010,1,11,1018.3,18.2,15,12,13.2,89,80,12.5,0,360,26.7
2010,1,12,1023,15.2,12.1,9.9,5.3,63,21,0,9.6,360,36.8
2010,1,13,1026.8,15.9,12.9,9.8,3.4,53,45,0,9.5,10,22.8
2010,1,14,1026.6,16.1,14.5,12.8,8,66,57,Trace,8.7,60,32.6
2010,1,15,1025,18.4,15.8,13.8,9.8,68,36,0,9,40,31.2
2010,1,16,1025.8,19.7,16.7,15,10.1,66,47,0,8.4,40,25.8
2010,1,17,1025.9,19.8,16.5,14.6,12.5,77,38,0,7.7,40,27.8
2010,1,18,1023.8,19.7,16.9,14.8,12.8,78,50,0,9.8,60,29.5
2010,1,19,1021,20.2,18.1,15.9,14.6,80,85,0,5,30,28
2010,1,20,1019.7,22.7,21.3,19.6,18.3,83,88,Trace,0.1,30,30.5
2010,1,21,1018.5,24,22.3,21.3,20,87,81,0,1.6,60,27.4
2010,1,22,1021.5,21.6,18.3,16.5,15.9,86,85,Trace,1.7,60,39.9
2010,1,23,1022.7,16.6,15.5,14.9,13.1,86,88,Trace,0,30,26.6
2010,1,24,1021.1,17.1,15.7,14.5,13.1,85,88,Trace,0,30,23.3
2010,1,25,1021.1,21.7,18.4,16.1,14.4,78,87,0,1.1,360,20.7
2010,1,26,1023.4,17.8,16.1,15.4,12.6,79,88,Trace,0.1,60,30.8
2010,1,27,1019.6,18.9,16.9,15.5,14.1,84,87,Trace,2,50,27.7
2010,1,28,1017.4,22.4,19.4,17.4,17.9,91,83,Trace,1,20,10.3
2010,1,29,1019.4,19.5,18.4,17.4,16.5,89,84,Trace,0.2,40,26.1
2010,1,30,1018.2,20.6,18.6,17.1,15.9,84,78,0,5.2,30,24.5
2010,1,31,1016.5,24.5,21.4,19.2,18.4,83,46,0,9.7,30,7.9
2010,2,1,1015.1,23.8,21.6,19.7,18.6,84,76,0,9.7,210#,9.6#
2010,2,2,1015.5,20.8,19,18.2,17.2,89,86,Trace,0,020#,21.0#
2010,2,3,1016.8,19.5,18.2,17,16.4,89,88,Trace,0,40,29.6
2010,2,4,1017.7,18.1,17.2,16.3,15.8,91,89,0.4,0,30,33.4
2010,2,5,1017.6,17.9,17.4,16.8,15.6,89,90,Trace,0,40,34.3
2010,2,6,1017.4,18,17.5,16.9,15.9,90,92,Trace,0,40,29.4
2010,2,7,1017.7,17.6,17.1,16.3,16.5,96,92,94.1,0,40,33.3
2010,2,8,1015.9,19,18,17.2,17.4,97,88,7.1,0.1,20,20.5
2010,2,9,1014.4,23.8,21.6,19,20.4,93,87,0,1.5,20,14.7
2010,2,10,1013.2,25.8,24.1,22.8,21.5,85,84,Trace,1.2,170,21.3
2010,2,11,1013.9,26.9,25,23.9,21.5,81,85,Trace,2.7,200,18.3
2010,2,12,1020,24.5,16.7,11.9,12.9,79,87,Trace,0,360,24.8
2010,2,13,1019.8,14.8,13.2,11.6,11.3,89,92,1.7,0,30,39.2
2010,2,14,1015.5,16.3,15.4,14.6,15,97,96,2.3,0,30,27.2
2010,2,15,1018.9,15.2,12.6,10.8,11.5,93,92,0.6,0,360,19.6
2010,2,16,1022.3,11.2,10.2,9.1,8.2,88,88,0.6,0,360,28.7
2010,2,17,1022.8,10.5,9.7,8.9,7.5,87,88,1,0,360,29.9
2010,2,18,1024.1,10.5,9.1,8.2,6.6,84,94,0.8,0,360,28.3
2010,2,19,1022.7,11.2,9.5,7.7,7.7,89,92,3.7,0,360,20.4
2010,2,20,1020,15.9,13.2,10.7,9.7,80,88,Trace,2,30,19
2010,2,21,1017.2,18.7,15.9,14,12.4,80,84,Trace,3.7,30,23.9
2010,2,22,1015.6,19.1,17.7,16.7,15.5,87,88,0.1,0.1,20,18.9
2010,2,23,1014.1,23.8,20.1,17.9,17.7,86,86,0,4,20,10
2010,2,24,1010.3,24.4,22.3,20.2,20.1,88,87,Trace,1.4,160,19.4
2010,2,25,1009.4,26.3,24.5,22.9,22.3,87,88,0.4,1.3,180,20.6
2010,2,26,1009.7,25.8,24.6,23,22.5,88,88,0.3,0.4,190,15.7
2010,2,27,1011.7,27.1,24.7,23.1,22.7,89,86,Trace,2,180,13.8
2010,2,28,1014.3,26.2,23.9,22,22.3,91,87,Trace,1.7,130,9.7
2010,3,1,1014,24,22.1,21.1,21.1,94,88,0,0.5,20,12.5
2010,3,2,1012,26.2,24.6,22.5,22.3,87,83,0,0.4,160,12.8
2010,3,3,1011.7,26.9,24.7,23.3,22.6,88,84,0,1.2,140,19.9
2010,3,4,1011.2,25.8,24.5,23,22.4,88,86,0.1,0.1,150,18.3
2010,3,5,1010.9,27.5,25.8,24.1,22.5,82,84,Trace,4.7,160,18.8
2010,3,6,1012.3,27.4,25.7,24.6,22.8,84,82,Trace,0.9,170,19.8
2010,3,7,1015.6,25.5,18.9,17,17.5,92,94,4.9,0,20,23
2010,3,8,1017.4,17.8,16.7,13.2,15.7,94,98,0.5,0,50,33.6
2010,3,9,1025,13.3,10.5,8.9,6.2,75,88,2.7,0,360,54.4
2010,3,10,1027.6,16.8,12.1,8.1,1.5,48,35,0,10.3,10,31.3
2010,3,11,1024.1,19.8,15.4,12.1,8.3,63,41,0,9.7,70,16.9
2010,3,12,1019.7,17.8,16.8,15.7,14.3,85,84,0.4,0,30,21.9
2010,3,13,1016.2,20.3,18.8,17.4,17.6,93,89,Trace,0.1,30,18.4
2010,3,14,1014.4,21.6,20,18.9,19.4,96,88,Trace,1.2,20,18
2010,3,15,1015,26.6,22.9,20.8,21.6,92,65,Trace,7,10,5.8
2010,3,16,1020.4,21.9,19.2,17.8,16.7,86,85,Trace,0,20,23.3
2010,3,17,1022.6,20.7,19,17.3,14.8,77,87,0,0.2,60,22.5
2010,3,18,1020.2,24.4,20.9,18.7,17.1,79,60,0,9,30,5.1
2010,3,19,1016.3,25.2,21.2,18.9,16.9,78,29,0,10.2,30,10.2
2010,3,20,1013.4,24.5,21.9,19.7,18.7,82,79,Trace,1,300,6.8
2010,3,21,1013.7,28.1,22.7,20.1,18.9,80,50,0,8.7,90,14.5
2010,3,22,1013.3,25.5,21.5,19.3,17.3,77,66,0,8.3,40,23
2010,3,23,1010.9,26.4,22.9,20.8,20.8,88,82,0,3.4,30,14.5
2010,3,24,1010.2,29.1,24.4,20.3,21.8,86,71,Trace,4.7,100,5.3
2010,3,25,1017.5,20.2,16.7,14.7,11.1,71,88,8.9,0.3,360,45.9
2010,3,26,1021.2,20.9,17.5,14.7,7.4,52,28,0,10.3,80,34
2010,3,27,1021.3,20.9,18.3,16.5,12.1,67,86,0,0.5,50,27.7
2010,3,28,1020.3,24.7,19.9,17,13.2,66,32,0,10,70,21.8
2010,3,29,1020,19.4,18.5,17.1,11.2,63,72,0,0.6,70,45.7
2010,3,30,1018.2,20.5,19,17.9,16,83,87,Trace,0.1,50,40.3
2010,3,31,1016,24.9,21.6,19.9,18.8,84,77,Trace,6.7,40,21.5
2010,4,1,1013.6,26.2,23,21.1,21,89,82,Trace,2.3,20,9.2
2010,4,2,1015.1,24.8,21.2,18.4,19.8,92,87,2,1,20,20
2010,4,3,1017.6,18.4,18.1,17.6,16.1,88,88,Trace,0,60,42
2010,4,4,1014.8,20.1,18.8,17.7,17.5,92,87,Trace,0.1,30,26.5
2010,4,5,1012.4,21.7,20.5,19.4,19.7,95,87,Trace,0.1,20,15.5
2010,4,6,1012.4,25.9,22.9,21.3,21.6,93,88,Trace,0.9,20,13.3
2010,4,7,1016.7,22.4,19.6,18.1,18,91,88,1.8,0,50,36.6
2010,4,8,1015.9,18.3,17.3,15.5,15.2,88,89,9.6,0,20,29.9
2010,4,9,1013.4,21,19.3,17.7,17.1,87,85,Trace,1.8,40,15.8
2010,4,10,1011,19.9,19.3,18.7,18.6,96,90,1.7,0,20,21.1
2010,4,11,1008.8,26.2,23.6,19.9,22,91,84,Trace,0.9,170,18.7
2010,4,12,1009.4,28.4,26.1,24.4,23.8,87,78,0,2.1,170,12.5
2010,4,13,1013.8,29.5,24.6,19.5,22.9,91,83,0.9,3.8,150,22.6
2010,4,14,1016.9,19.8,19.1,18.1,17.4,90,89,0.3,0,70,39.6
2010,4,15,1018.1,19.7,16.6,13.5,15.6,94,87,8.2,0,360,28.5
2010,4,16,1020,18.3,16.5,14.3,13.6,83,88,Trace,0,20,23.5
2010,4,17,1019.2,19.6,18.4,16.4,15.6,84,88,2,0,60,34
2010,4,18,1016.1,20.4,19.2,17.8,17.9,92,88,3.1,0.1,50,26.8
2010,4,19,1012.3,25.5,22,20.2,20.1,89,80,Trace,5.2,30,15.2
2010,4,20,1010.4,25.6,23.3,21.7,22.3,94,84,1.1,0.5,20,11.4
2010,4,21,1010,28.4,26,23.7,23.6,87,85,0,2,160,16.3
2010,4,22,1010.9,28.4,24.4,21.1,22,87,87,6.8,0.5,190,17.1
2010,4,23,1016.7,25.9,21,18.7,15.2,70,74,0,6.4,350,27.6
2010,4,24,1018.2,24.8,21.4,19.6,14.9,67,63,Trace,8.4,80,33.7
2010,4,25,1017.4,23.6,20.6,19.2,15.5,73,84,0,1.7,70,37.4
2010,4,26,1016.8,24.7,21.8,20.4,18.2,80,86,0.2,2.7,50,20.9
2010,4,27,1016,24.8,21.6,19.8,17.3,76,85,Trace,0.7,10,11.5
2010,4,28,1014.4,25.8,22.8,21.2,19.3,81,85,Trace,0.7,30,9.4
2010,4,29,1015.3,24.2,21.1,18.1,19.2,89,87,40.6,0.4,60,28.5
2010,4,30,1016.7,26,21.3,18.2,18.3,84,78,0.6,6.9,40,25.6
2010,5,1,1015.4,28.1,23.5,20.8,20.1,82,71,0,7.3,20,12.4
2010,5,2,1013.3,28.5,24.8,22.3,21,80,45,0,9.1,10,5.7
2010,5,3,1012.1,27.8,24.2,22.2,20.7,82,46,0,8.8,60,16.3
2010,5,4,1009.6,26.8,24.1,23,21.8,88,84,Trace,2.2,80,21.8
2010,5,5,1007.5,27.8,25.9,23.6,23.6,87,88,Trace,1,140,11.2
2010,5,6,1007,28.7,27.3,26,25,87,85,0.2,0.7,180,26.4
2010,5,7,1007,28.3,25.3,23,23.9,92,87,29.1,0.9,260,18.6
2010,5,8,1006.8,27.2,25.6,24.5,24.1,92,84,0,3.6,20,10.5
2010,5,9,1005.9,30,27,24.6,24.3,86,84,3.9,5.9,20,14.4
2010,5,10,1008.1,26.4,23.9,21.9,22.9,94,84,27.6,0,90,10.8
2010,5,11,1011.7,26.4,23.9,22.6,21.9,89,91,0.3,1.9,70,26.1
2010,5,12,1012.2,26.6,24,23.2,21.6,87,88,Trace,2.4,70,27.9
2010,5,13,1010.7,26.1,23.9,22.6,22.2,90,88,0.7,1.8,80,25
2010,5,14,1009,25.7,24.5,23.7,23.3,93,87,Trace,1.1,80,20.4
2010,5,15,1009.6,26.5,23.9,23,22.6,92,88,11.9,2.4,40,24.8
2010,5,16,1011.1,26.9,24.1,22.7,22.7,92,85,0.8,3.2,40,23.8
2010,5,17,1011.6,27.3,25.2,24.1,23.2,89,80,Trace,3.9,30,19.5
2010,5,18,1010.2,29.6,27.3,25,24.5,85,72,Trace,3.9,190,8.9
2010,5,19,1009.2,28.8,26,22.6,24,89,79,55.7,0.2,190,16.1
2010,5,20,1010.1,29.9,25.9,22.6,23.4,87,73,8.1,4.4,190,13.6
2010,5,21,1008.7,30.7,28.5,26.3,25.6,84,82,Trace,2.8,170,20.1
2010,5,22,1004.5,29.6,29,28.2,25.5,82,86,Trace,0.2,200,38.2
2010,5,23,1003.2,29,26,23.9,22.2,80,81,10.1,0,350,21
2010,5,24,1006.9,29.5,25.6,22.7,18.2,65,30,0,12.3,360,16.8
2010,5,25,1008,29.6,25.9,23.1,21.1,75,32,0,12.4,70,18.8
2010,5,26,1007.5,29.9,26.6,24.1,22.1,77,72,0,9.6,060#,31.1#
2010,5,27,1007.6,27.5,26.1,25,23.6,86,84,Trace,0.5,40,27.7
2010,5,28,1008.4,29.6,26.9,24.9,24,84,74,0,8.6,100,14.5
2010,5,29,1006.9,29.2,27,24.6,24.9,89,87,22.6,0.4,220,15.3
2010,5,30,1006.3,28.9,26.5,25.5,24.9,91,87,5.3,0.6,80,5.4
2010,5,31,1007.9,25.7,24.7,23.9,22.8,89,88,0.3,0,70,26.5
2010,6,1,1008,26.8,24.2,21.2,21.2,84,88,16.1,1.7,70,34.6
2010,6,2,1008.3,23.4,21.7,20.4,21.2,97,93,29.3,0,60,45
2010,6,3,1010.2,25.3,22.7,20.5,21,90,86,1,3.2,10,17
2010,6,4,1010.1,26.8,24.7,22.8,21.9,85,89,Trace,1.1,90,7.3
2010,6,5,1009.6,28,24.9,22.9,22.1,85,84,8.2,3.4,110,15.3
2010,6,6,1010.3,28.2,25.2,23.5,21.5,80,59,0,8.5,90,15.3
2010,6,7,1010.8,28.5,25.5,23.9,21.7,80,49,0,10.8,100,14.5
2010,6,8,1009.5,28.7,25.6,24,22.7,84,84,Trace,6,90,20.5
2010,6,9,1007.9,27.1,25.6,24.3,24.3,93,87,16.7,0,120,17.3
2010,6,10,1008.5,26.5,25.4,24.8,24.9,97,92,58.4,0,120,8.9
2010,6,11,1008.5,30.1,27.2,25.5,24.7,87,83,Trace,4.5,210,9.8
2010,6,12,1008.2,30.7,28.1,25.8,24.8,83,85,Trace,4.8,180,6.5
2010,6,13,1007.4,29.6,28.4,26,26,87,84,29,0.4,210,26.7
2010,6,14,1006.9,31.2,29.3,27.1,26,83,86,6.4,2.2,210,32
2010,6,15,1006.4,30.1,29.3,28.6,26.1,84,86,0.1,0,210,30.9
2010,6,16,1006.8,30.6,29.4,27.8,26.2,83,86,3.8,1.1,200,32.3
2010,6,17,1007.6,31.4,29.7,28.9,25.8,80,83,Trace,2.1,200,30
2010,6,18,1008.1,31.4,29.8,28.7,25.5,78,83,0,5.1,200,29.4
2010,6,19,1008.2,31.5,29.7,28.6,25.2,77,74,Trace,8.3,200,23.3
2010,6,20,1007.3,31.5,29.5,27.9,25.5,79,85,1.9,4.3,210,24.5
2010,6,21,1007.5,32,29.6,28.3,25.3,78,76,1.4,4.7,190,20.5
2010,6,22,1008.6,31.5,29.3,27.9,25.4,80,82,4.6,4.1,200,18.8
2010,6,23,1007.7,30.1,28,24.4,25.2,85,84,41,1.9,200,16.4
2010,6,24,1003.6,30.2,29,25.6,26.1,84,88,39,1,210,31.8
2010,6,25,1001.8,29.8,28.8,27.6,25.6,83,88,2.9,0.1,220,32.7
2010,6,26,1005.1,27.8,26.1,25,24.9,93,92,127.6,0,240,16.6
2010,6,27,1006.9,26.6,25.6,25,24.8,95,88,44.2,0,150,17.8
2010,6,28,1007.3,28.6,25.5,24.5,24.9,96,90,43.2,0.1,80,13.5
2010,6,29,1009,30.3,27.3,25,25.5,90,54,0.1,6.4,40,13.9
2010,6,30,1008.9,32.7,29.1,26.9,25.5,81,32,0,6.7,90,6.5
2010,7,1,1008.4,32.4,29.5,26.9,24.8,76,33,0,11.8,210,10.2
2010,7,2,1007.7,32.8,30,27.8,25.1,76,35,0,12.4,210,19.4
2010,7,3,1008.4,32.7,30.1,28.3,25.3,76,46,0,10.1,220,26.7
2010,7,4,1008.4,32.7,30.1,28.7,25.9,79,55,Trace,11.2,230,30.7
2010,7,5,1006.7,33,30.1,28.6,25.8,78,54,0,11.1,220,36.8
2010,7,6,1006.9,31.7,30,28.8,25.9,79,83,Trace,7.7,220,33.3
2010,7,7,1008.2,32.1,30.2,28.9,25.8,78,78,Trace,9.4,210,24.5
2010,7,8,1008.1,33.6,30.6,28.4,25.9,76,69,0.4,10.6,210,23.5
2010,7,9,1008.2,31.1,29.8,27.9,25.2,76,83,1.7,8.1,210,22.8
2010,7,10,1009,33,29.8,27,24.9,76,64,3.9,10.2,210,18.4
2010,7,11,1008.9,32.8,30,27.3,25.1,76,61,1.8,11.2,210,18.7
2010,7,12,1008.4,33.5,30.2,28.2,25.2,75,55,Trace,10.1,190#,16.2#
2010,7,13,1008.5,32.7,29.9,28.3,25.8,79,61,Trace,9,120,12.4
2010,7,14,1008.4,33.9,30.2,28.3,26,79,73,0,7.9,60,18.9
2010,7,15,1007.5,32.5,29.2,26.4,26.6,86,89,8.4,4.9,90,23.1
2010,7,16,1008.3,31.7,27.6,25.3,25.3,88,77,17.8,8.3,120,23.9
2010,7,17,1010.5,31.9,27.7,23.6,25.6,89,85,40,9.6,120,19.3
2010,7,18,1011.1,32.1,28.1,24.4,25.5,86,61,1.1,10,10,7.3
2010,7,19,1009.3,33.6,29.7,27.3,25,77,33,0,10.9,160,6.2
2010,7,20,1008.6,33,29.5,27.8,25.8,81,57,0,9.1,80,10.3
2010,7,21,1007.4,30,27.4,24.8,25.8,91,88,29.6,0.9,80,29.3
2010,7,22,1006.9,29.5,27.2,24.6,26,93,88,182.4,0.2,120,35.6
2010,7,23,1007.8,30.1,27.6,25.4,25.9,91,86,14.6,1.5,100,17.8
2010,7,24,1008.1,31.9,28.3,25.6,25.6,86,80,1.1,9,90,13.7
2010,7,25,1007.5,32.3,29.2,27.1,25.5,81,58,0,10.6,110,8.3
2010,7,26,1007.5,32.3,29.2,27.5,25.3,80,72,0,9.1,210,12.9
2010,7,27,1008.2,30.1,27.9,26.4,25.2,86,90,33.6,2.9,220,24.3
2010,7,28,1008.3,29.4,26.9,23.9,25.3,91,93,122.5,0,210,23.5
2010,7,29,1006.9,31.8,28.5,24.5,25.2,83,86,4.6,4.6,220,25.6
2010,7,30,1006.9,32.4,29.6,26.9,25.8,80,79,5.1,7.8,220,22.8
2010,7,31,1008.2,33.4,30.1,28,25.7,78,70,0.8,7.6,210,16.6
2010,8,1,1010.3,32.7,30,28.3,25.9,79,51,Trace,9.2,130,16.1
2010,8,2,1010.3,32.7,29.4,28,25.4,79,64,1.1,8.5,200,14.4
2010,8,3,1007.5,32.2,29.1,27.3,24.4,76,39,Trace,10.4,230,17.9
2010,8,4,1005.1,33.1,30,27.5,24.7,74,28,0,10.7,270,18.8
2010,8,5,1005.5,33.7,29.4,24.3,25.2,79,62,41.6,8.7,30,13.5
2010,8,6,1006,32.2,28.4,25,24.8,81,82,1.6,6.4,40,20.7
2010,8,7,1004.5,32.2,28.8,25.7,25.7,84,81,39.1,6.1,80,23.9
2010,8,8,1003.5,32.2,28.8,25.8,25.8,84,84,18,7.4,80,28
2010,8,9,1003.9,32.6,29.6,27.7,26.2,82,76,0.2,10.2,90,17.3
2010,8,10,1006.2,33.7,30.2,28,25.6,77,46,Trace,8.8,170,8.9
2010,8,11,1008.7,30.1,28.3,26.9,26.1,88,69,22.2,1.8,110,6.4
2010,8,12,1009.5,32.6,29.3,27.1,25.2,79,61,3,6.7,190,11.7
2010,8,13,1008.7,32.7,29.8,27.9,25.7,79,54,3.8,8,200,13
2010,8,14,1009.2,31.7,29.4,28,25.3,79,56,8.7,6.9,190,11
2010,8,15,1010.4,29.6,28.1,26.1,24.9,83,68,13.5,4.8,210,13.7
2010,8,16,1010.3,30.1,27.1,25.3,24.3,85,80,5.1,1.4,200,13.5
2010,8,17,1010.1,32.6,28.3,26.2,25.1,83,73,3.2,7.6,20,8.4
2010,8,18,1011.7,30.9,28.6,26.9,25.5,84,74,0,5.5,50,16.3
2010,8,19,1012.9,30.1,27.5,25.3,26.1,92,87,56.4,2.3,70,29
2010,8,20,1012.6,32.1,28,24.5,25.1,85,82,22.1,8.7,30,15.2
2010,8,21,1009.8,32.8,29.4,27.2,25.1,78,57,Trace,10.9,60,18.6
2010,8,22,1008.4,31.9,28.9,26.5,25.7,83,74,9.1,9,90,32.3
2010,8,23,1008.6,31.8,28.5,25.1,25.5,84,78,23.7,5.3,100,27.8
2010,8,24,1010.4,29.3,26.5,25.3,25.2,93,88,42.6,2,***,18.4
2010,8,25,1010.4,30.5,28,26.3,24.6,82,88,5.2,4.3,190,12
2010,8,26,1008.7,31.5,28.4,27.2,25,82,67,Trace,5.3,160,5.8
2010,8,27,1007.5,32,28.8,26.4,24.5,78,43,0,9.8,340,5.3
2010,8,28,1007.2,30.8,27.9,24.7,24.3,81,44,30.1,5.4,360,6.7
2010,8,29,1006.6,32.9,29.2,27.1,24.8,78,71,0,9.1,360,14.3
2010,8,30,1004.1,32.6,29.7,27.7,24.4,74,80,0,7.6,350,10.6
2010,8,31,1002.4,33,30.4,28.1,23.8,69,83,0,4.6,360,10.9
2010,9,1,1002.9,34.1,31.2,29,23,62,78,0,7.2,340,14.4
2010,9,2,1003.5,31.3,29.5,25.7,23.4,70,86,16.2,0.7,290,14.1
2010,9,3,1003.6,27.8,26,24.8,24.8,93,88,47.4,0,160,28.8
2010,9,4,1005.5,28,26.8,25.2,24.7,89,88,3.5,0.4,50,24.6
2010,9,5,1007.5,30.8,27.8,25.8,25.2,86,70,4.9,5.1,80,13.8
2010,9,6,1007.9,32.1,29.3,26.8,24.9,78,46,0,11.1,210,10.3
2010,9,7,1007.2,31.7,29.7,28.3,25.5,79,59,Trace,9.4,220,19.7
2010,9,8,1005.9,32.4,29.9,26.3,26,80,58,27.6,7.5,250,16.5
2010,9,9,1005.8,31.3,28.2,25.4,25,83,84,22.5,4.7,180,8.9
2010,9,10,1005.9,31.2,28.1,23.9,24.4,81,89,58.8,7.1,220,17.9
2010,9,11,1008.9,26.4,25.5,24.4,24.3,93,96,51.8,0,230,14.7
2010,9,12,1010.7,28.8,25.2,23.8,24.1,94,86,95.9,2,210,12.1
2010,9,13,1011.1,30.1,26.8,24.2,24.8,89,48,0.1,10.5,060#,14.0#
2010,9,14,1011.7,29.9,27.2,26,24.7,86,68,1.7,6.6,40,17.8
2010,9,15,1011.5,31.4,28.2,26,25,83,58,1.7,9.8,90,16
2010,9,16,1010.3,32.3,28.9,26.7,24.7,78,46,0,8.6,10,8.9
2010,9,17,1009,31.8,29.1,26.8,24.1,75,41,0,11.1,210,14.3
2010,9,18,1007.9,32.7,29.7,27.5,24.8,76,59,0,10.7,230,15.3
2010,9,19,1004.2,32.8,30.6,28.5,25.6,75,71,0,8.9,270,22.8
2010,9,20,1000,30.8,28.3,25,24.8,82,84,67,0,260,35.2
2010,9,21,1007.4,26.1,24.5,23.1,23.6,95,92,178.8,0,200,29.1
2010,9,22,1011.5,26.5,25.4,24.3,23.9,92,84,0.8,0,140,17.2
